#,License Plate,Created At,Pickup Date,Return Date,Total Days,Odometer at Pickup,Odometer at Return
32493,a05893,01/03/2022 ,01/04/2022 ,01/04/2022 ,0,26952.0,26958.0
32494,A09296,01/03/2022 ,01/04/2022 ,01/04/2022 ,0,18935.0,19039.0
32496,a05891,01/03/2022 ,01/04/2022 ,01/04/2022 ,0,27324.0,27324.0
32497,A20261,01/03/2022 ,01/21/2022 ,01/21/2022 ,0,182.0,250.0
32498,A19229,01/03/2022 ,01/21/2022 ,01/21/2022 ,0,7561.0,7938.0
32499,A18129,01/04/2022 ,01/10/2022 ,01/10/2022 ,0,185.0,186.0
32500,A15646,01/04/2022 ,01/10/2022 ,01/10/2022 ,0,7325.0,7354.0
32501,A18234,01/04/2022 ,01/04/2022 ,01/04/2022 ,0,10869.0,10899.0
32502,A07215,01/04/2022 ,01/04/2022 ,01/04/2022 ,0,26769.0,26800.0
32504,a15404,01/04/2022 ,01/04/2022 ,01/04/2022 ,0,5924.0,5976.0
32505,A19417,01/04/2022 ,01/04/2022 ,01/04/2022 ,1,7101.0,7155.0
32506,A19406,01/04/2022 ,01/04/2022 ,01/04/2022 ,1,7317.0,7374.0
32507,A19423,01/04/2022 ,01/04/2022 ,01/04/2022 ,1,5089.0,5146.0
32508,A17396,01/04/2022 ,01/04/2022 ,01/09/2022 ,5,4761.0,4761.0
32509,a17495,01/04/2022 ,01/04/2022 ,01/09/2022 ,5,3845.0,3845.0
32510,A17575,01/04/2022 ,01/04/2022 ,01/09/2022 ,5,3699.0,3699.0
32512,a11004,01/04/2022 ,01/04/2022 ,01/04/2022 ,0,24150.0,24150.0
32513,abc8120,01/04/2022 ,01/04/2022 ,01/04/2022 ,0,10769.0,10849.0
32514,A17838,01/04/2022 ,01/04/2022 ,01/04/2022 ,0,1250.0,1288.0
32515,A17402,01/04/2022 ,01/04/2022 ,01/04/2022 ,0,2600.0,2635.0
32516,A17012,01/04/2022 ,01/12/2022 ,01/12/2022 ,0,6757.0,6817.0
32517,a20425,01/04/2022 ,02/19/2022 ,02/19/2022 ,0,368.0,407.0
32518,A20330,01/04/2022 ,02/19/2022 ,02/19/2022 ,0,411.0,444.0
32519,A19408,01/04/2022 ,01/04/2022 ,01/07/2022 ,3,4998.0,5154.0
32520,a11000,01/04/2022 ,01/04/2022 ,01/04/2022 ,0,11306.0,11312.0
32521,A20332,01/04/2022 ,04/09/2022 ,04/09/2022 ,0,3169.0,3415.0
32522,a17493,01/04/2022 ,04/09/2022 ,04/09/2022 ,0,8100.0,8100.0
32524,A19405,01/04/2022 ,01/04/2022 ,01/05/2022 ,1,6552.0,6553.0
32525,A19118,01/04/2022 ,01/04/2022 ,01/04/2022 ,0,9743.0,9776.0
32526,A17106,01/04/2022 ,01/04/2022 ,01/04/2022 ,0,6452.0,6484.0
32527,A19420,01/04/2022 ,01/04/2022 ,01/05/2022 ,1,6115.0,6116.0
32530,A19421,01/04/2022 ,01/04/2022 ,01/04/2022 ,0,6722.0,6796.0
32533,A15642,01/04/2022 ,01/04/2022 ,01/04/2022 ,0,7667.0,7668.0
32535,A17009,01/04/2022 ,01/04/2022 ,01/04/2022 ,0,6869.0,6870.0
32536,D 69794,01/04/2022 ,01/04/2022 ,01/04/2022 ,0,,
32537,A15405,01/04/2022 ,01/04/2022 ,01/05/2022 ,1,7279.0,7331.0
32543,197xpz,01/04/2022 ,01/04/2022 ,01/06/2022 ,2,4350.0,4464.0
32545,199xpz,01/04/2022 ,01/04/2022 ,01/04/2022 ,0,3698.0,3716.0
32547,A19027,01/04/2022 ,01/04/2022 ,01/04/2022 ,0,11969.0,11989.0
32548,A17837,01/04/2022 ,01/04/2022 ,01/04/2022 ,0,1500.0,1671.0
32550,A17401,01/04/2022 ,01/04/2022 ,01/07/2022 ,3,3412.0,3431.0
32551,A15915,01/04/2022 ,01/04/2022 ,01/04/2022 ,0,11969.0,11989.0
32552,A17109,01/04/2022 ,01/04/2022 ,01/04/2022 ,0,7618.0,7684.0
32553,a10144,01/04/2022 ,01/04/2022 ,01/04/2022 ,0,20967.0,21098.0
32558,a11001,01/04/2022 ,01/04/2022 ,01/04/2022 ,0,16823.0,16850.0
32559,A18321,01/04/2022 ,01/04/2022 ,01/04/2022 ,0,1882.0,1897.0
32561,A18319,01/04/2022 ,01/04/2022 ,01/04/2022 ,0,1635.0,1654.0
32562,A17010,01/04/2022 ,01/04/2022 ,01/04/2022 ,0,5561.0,5610.0
32563,d73951,01/04/2022 ,01/14/2022 ,01/18/2022 ,4,0.0,0.0
32564,D78009,01/04/2022 ,01/14/2022 ,01/17/2022 ,3,0.0,0.0
32566,A19115,01/04/2022 ,01/04/2022 ,01/11/2022 ,7,8668.0,8830.0
32567,a09539,01/04/2022 ,01/04/2022 ,01/04/2022 ,0,15020.0,15030.0
32570,A18447,01/04/2022 ,01/04/2022 ,01/04/2022 ,0,7509.0,7509.0
32571,a11004,01/04/2022 ,01/04/2022 ,01/04/2022 ,0,24150.0,24155.0
32572,a17492,01/04/2022 ,01/04/2022 ,01/04/2022 ,0,4762.0,4762.0
32574,665XRA,01/04/2022 ,02/09/2022 ,02/11/2022 ,2,485.0,485.0
32575,A17015,01/04/2022 ,01/04/2022 ,01/04/2022 ,0,7499.0,7499.0
32578,A15915,01/04/2022 ,01/04/2022 ,01/04/2022 ,0,11989.0,12000.0
32579,D78008,01/04/2022 ,02/20/2022 ,02/26/2022 ,6,0.0,
32580,D78007,01/04/2022 ,02/20/2022 ,02/26/2022 ,6,0.0,
32582,A17008,01/04/2022 ,01/04/2022 ,01/05/2022 ,1,5150.0,5150.0
32583,A19411,01/04/2022 ,01/04/2022 ,01/08/2022 ,4,5434.0,5434.0
32584,A19419,01/04/2022 ,01/04/2022 ,01/08/2022 ,4,6823.0,6823.0
32585,A19418,01/04/2022 ,01/04/2022 ,01/05/2022 ,1,779600.0,779600.0
32586,a05891,01/04/2022 ,01/05/2022 ,01/05/2022 ,0,27324.0,27468.0
32588,a05893,01/04/2022 ,01/05/2022 ,01/05/2022 ,0,26958.0,26958.0
32589,D76146,01/04/2022 ,01/04/2022 ,01/05/2022 ,1,0.0,
32590,D 56948,01/04/2022 ,01/04/2022 ,01/05/2022 ,1,0.0,
32591,A19026,01/04/2022 ,01/05/2022 ,01/05/2022 ,0,11032.0,11032.0
32592,a11004,01/04/2022 ,01/05/2022 ,01/05/2022 ,0,24155.0,24155.0
32593,a11002,01/04/2022 ,01/05/2022 ,01/05/2022 ,0,16545.0,16545.0
32594,A19025,01/04/2022 ,01/05/2022 ,01/05/2022 ,0,9170.0,9170.0
32595,a08263,01/04/2022 ,01/08/2022 ,01/08/2022 ,0,25080.0,25370.0
32596,A07215,01/04/2022 ,01/08/2022 ,01/08/2022 ,0,26936.0,27023.0
32597,A17986,01/04/2022 ,01/05/2022 ,01/09/2022 ,4,3489.0,3490.0
32598,A17400,01/04/2022 ,01/05/2022 ,01/09/2022 ,4,4463.0,4622.0
32599,a09297,01/05/2022 ,01/05/2022 ,01/05/2022 ,0,18886.0,18889.0
32600,d73950,01/05/2022 ,02/05/2022 ,02/09/2022 ,4,0.0,0.0
32601,D 56949,01/05/2022 ,02/05/2022 ,02/09/2022 ,4,0.0,0.0
32602,a11005,01/05/2022 ,01/05/2022 ,01/05/2022 ,0,8355.0,8355.0
32603,070XPZ,01/05/2022 ,05/09/2022 ,05/16/2022 ,7,12341.0,12663.0
32604,a17492,01/05/2022 ,01/05/2022 ,01/05/2022 ,0,4762.0,4782.0
32605,d51805,01/05/2022 ,01/05/2022 ,01/05/2022 ,0,0.0,
32606,421xpn,01/05/2022 ,01/05/2022 ,01/05/2022 ,0,26000.0,26882.0
32607,d73950,01/05/2022 ,01/05/2022 ,01/05/2022 ,0,0.0,
32608,A07215,01/05/2022 ,01/05/2022 ,01/05/2022 ,0,26800.0,26869.0
32609,A19401,01/05/2022 ,01/05/2022 ,01/07/2022 ,2,9261.0,9261.0
32610,A19109,01/05/2022 ,01/05/2022 ,01/07/2022 ,2,9320.0,9320.0
32611,a08263,01/05/2022 ,01/05/2022 ,01/05/2022 ,0,25078.0,25078.0
32612,A20131,01/05/2022 ,01/05/2022 ,01/05/2022 ,0,262.0,262.0
32613,A18447,01/05/2022 ,01/05/2022 ,01/05/2022 ,0,7509.0,7509.0
32614,A17010,01/05/2022 ,01/05/2022 ,01/06/2022 ,1,5610.0,5610.0
32620,A19027,01/05/2022 ,01/05/2022 ,01/05/2022 ,0,11989.0,11989.0
32621,D78008,01/05/2022 ,01/05/2022 ,01/05/2022 ,0,0.0,
32622,D69793,01/05/2022 ,01/05/2022 ,01/05/2022 ,0,0.0,
32623,D78007,01/05/2022 ,01/05/2022 ,01/05/2022 ,0,0.0,
32624,576xpt,01/05/2022 ,01/06/2022 ,01/06/2022 ,0,18145.0,18581.0
32625,A17106,01/05/2022 ,01/05/2022 ,01/07/2022 ,2,6484.0,6484.0
32626,A19118,01/05/2022 ,01/05/2022 ,01/07/2022 ,2,9776.0,9776.0
32627,A19107,01/05/2022 ,01/05/2022 ,01/07/2022 ,2,8086.0,8086.0
32628,a11001,01/05/2022 ,01/05/2022 ,01/05/2022 ,0,16850.0,16867.0
32629,A09296,01/05/2022 ,01/05/2022 ,01/05/2022 ,0,19039.0,19039.0
32630,a09297,01/05/2022 ,01/10/2022 ,01/10/2022 ,0,19015.0,19098.0
32631,D 69794,01/05/2022 ,01/05/2022 ,01/06/2022 ,2,0.0,
32634,D 69792,01/05/2022 ,01/05/2022 ,01/06/2022 ,2,0.0,
32635,A17576,01/05/2022 ,01/12/2022 ,01/12/2022 ,0,4053.0,4112.0
32636,A18520,01/05/2022 ,01/12/2022 ,01/12/2022 ,0,1791.0,1865.0
32637,A19416,01/05/2022 ,01/09/2022 ,01/09/2022 ,0,6404.0,6450.0
32638,633XRA,01/05/2022 ,01/06/2022 ,01/06/2022 ,0,298.0,451.0
32639,A19421,01/05/2022 ,01/09/2022 ,01/09/2022 ,0,6964.0,7010.0
32640,a11003,01/05/2022 ,01/05/2022 ,01/05/2022 ,0,16135.0,16135.0
32642,A17176,01/05/2022 ,01/05/2022 ,01/05/2022 ,0,5500.0,5615.0
32643,A17553,01/05/2022 ,01/05/2022 ,01/05/2022 ,0,4150.0,4238.0
32644,D78006,01/05/2022 ,01/05/2022 ,01/05/2022 ,0,0.0,0.0
32645,a09539,01/05/2022 ,01/05/2022 ,01/05/2022 ,0,15030.0,15041.0
32646,a10144,01/05/2022 ,01/05/2022 ,01/05/2022 ,0,21098.0,21112.0
32647,A15915,01/05/2022 ,02/09/2022 ,02/09/2022 ,0,13056.0,13056.0
32648,A19026,01/05/2022 ,01/05/2022 ,01/05/2022 ,0,11032.0,17088.0
32650,abc8120,01/05/2022 ,01/05/2022 ,01/05/2022 ,0,10858.0,10878.0
32651,a11000,01/05/2022 ,01/05/2022 ,01/05/2022 ,0,11312.0,11315.0
32652,A19025,01/05/2022 ,01/05/2022 ,01/05/2022 ,0,9170.0,9175.0
32653,a11002,01/05/2022 ,01/05/2022 ,01/05/2022 ,0,16545.0,16548.0
32654,A17837,01/05/2022 ,01/05/2022 ,01/08/2022 ,3,1671.0,1812.0
32655,A17013,01/05/2022 ,01/12/2022 ,01/12/2022 ,0,6046.0,6052.0
32656,A17986,01/05/2022 ,01/12/2022 ,01/12/2022 ,0,3640.0,3647.0
32657,A15642,01/05/2022 ,01/05/2022 ,01/05/2022 ,0,7712.0,7726.0
32658,A17009,01/05/2022 ,01/05/2022 ,01/05/2022 ,0,6883.0,6898.0
32661,a11000,01/05/2022 ,01/06/2022 ,01/06/2022 ,0,11315.0,11335.0
32662,A19420,01/05/2022 ,01/05/2022 ,01/07/2022 ,2,6116.0,6371.0
32663,A17841,01/05/2022 ,01/05/2022 ,01/07/2022 ,2,2950.0,3124.0
32664,A19411,01/05/2022 ,01/10/2022 ,01/12/2022 ,2,5536.0,5573.0
32665,A17008,01/05/2022 ,01/10/2022 ,01/12/2022 ,2,5270.0,5339.0
32666,A15405,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,7331.0,7383.0
32674,A19229,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,6980.0,6990.0
32675,a11000,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,11335.0,11522.0
32676,A18127,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,3051.0,3070.0
32677,a17492,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,4782.0,4828.0
32678,A15642,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,7726.0,7748.0
32681,A19404,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,5160.0,5186.0
32682,A17836,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,1495.0,1637.0
32683,a15542,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,3250.0,3463.0
32684,D78006,01/06/2022 ,01/06/2022 ,01/07/2022 ,1,0.0,0.0
32685,264XPZ,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,2345.0,2346.0
32686,A17576,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,3921.0,3949.0
32687,A17013,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,5934.0,5935.0
32688,A19230,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,4115.0,4119.0
32689,A19421,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,6796.0,6808.0
32690,A17402,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,2635.0,2655.0
32691,a10144,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,21112.0,21119.0
32693,A20136,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,350.0,516.0
32694,A17009,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,6898.0,6924.0
32695,A17008,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,5150.0,5235.0
32696,A19410,01/06/2022 ,01/06/2022 ,01/07/2022 ,1,5617.0,5731.0
32697,A19416,01/06/2022 ,01/06/2022 ,01/07/2022 ,1,6265.0,6285.0
32698,A20135,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,200.0,419.0
32700,A18126,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,1170.0,1496.0
32701,A07215,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,26869.0,26934.0
32702,A19027,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,11989.0,12117.0
32703,A17838,01/06/2022 ,01/06/2022 ,01/10/2022 ,4,1288.0,1504.0
32704,D 56948,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,0.0,
32705,d73951,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,0.0,
32706,a08263,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,25078.0,25078.0
32707,a05891,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,27468.0,27469.0
32708,A20132,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,411.0,453.0
32709,A17105,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,5821.0,5860.0
32710,A18130,01/06/2022 ,01/06/2022 ,01/07/2022 ,1,1631.0,1640.0
32711,A18321,01/06/2022 ,01/06/2022 ,01/07/2022 ,1,1897.0,1995.0
32712,A18234,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,10961.0,11142.0
32713,A15915,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,12131.0,12132.0
32714,a11001,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,16867.0,16946.0
32715,A09296,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,19039.0,19040.0
32716,abc8120,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,10878.0,10879.0
32717,A17010,01/06/2022 ,01/06/2022 ,01/09/2022 ,3,5610.0,5708.0
32718,A20131,01/06/2022 ,01/06/2022 ,01/07/2022 ,1,262.0,349.0
32719,A17395,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,5186.0,5210.0
32720,a16944,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,7619.0,7630.0
32721,A17402,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,2655.0,2666.0
32722,a09297,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,18889.0,18889.0
32723,A07215,01/06/2022 ,01/07/2022 ,01/07/2022 ,0,26935.0,26936.0
32724,A17174,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,7905.0,7925.0
32725,A19418,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,779600.0,779600.0
32726,a09541,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,23497.0,23497.0
32727,a11002,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,16548.0,16548.0
32728,A19423,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,5146.0,5179.0
32729,A19400,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,7581.0,7616.0
32730,A19424,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,6638.0,6672.0
32731,A17176,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,5615.0,5650.0
32732,a15291,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,5549.0,5582.0
32733,A17553,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,4238.0,4268.0
32736,a11005,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,8355.0,8355.0
32737,A19417,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,7155.0,7175.0
32738,A19409,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,4483.0,4503.0
32739,A19407,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,4219.0,4325.0
32740,A19405,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,6553.0,6753.0
32742,A17108,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,7165.0,7238.0
32743,A17175,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,7004.0,7060.0
32744,a11003,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,16135.0,16155.0
32745,a05893,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,26958.0,26978.0
32746,a10144,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,21119.0,21136.0
32747,A20184,01/06/2022 ,02/16/2022 ,02/16/2022 ,0,860.0,860.0
32748,A20330,01/06/2022 ,02/16/2022 ,02/16/2022 ,0,326.0,369.0
32749,A20261,01/06/2022 ,02/16/2022 ,02/18/2022 ,2,1172.0,1300.0
32750,A18520,01/06/2022 ,02/16/2022 ,02/16/2022 ,0,2974.0,2977.0
32751,A20519,01/06/2022 ,02/16/2022 ,02/18/2022 ,2,158.0,278.0
32754,a09539,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,15041.0,15042.0
32755,a05891,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,27469.0,27480.0
32756,a08263,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,25078.0,25079.0
32761,a11004,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,24155.0,24156.0
32762,A18145,01/06/2022 ,01/06/2022 ,01/07/2022 ,1,427.0,468.0
32763,A18381,01/06/2022 ,01/06/2022 ,01/07/2022 ,1,0.0,41.0
32764,a16944,01/06/2022 ,01/06/2022 ,01/07/2022 ,1,7630.0,7671.0
32765,A17836,01/06/2022 ,01/06/2022 ,01/07/2022 ,1,1637.0,1648.0
32766,A17402,01/06/2022 ,01/06/2022 ,01/07/2022 ,1,2666.0,2706.0
32767,A19111,01/06/2022 ,01/06/2022 ,01/07/2022 ,1,8491.0,8492.0
32768,A19110,01/06/2022 ,01/06/2022 ,01/07/2022 ,1,9036.0,9037.0
32769,a15542,01/06/2022 ,01/07/2022 ,01/07/2022 ,0,3463.0,3497.0
32770,A19026,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,17088.0,17100.0
32771,A20138,01/06/2022 ,01/06/2022 ,01/08/2022 ,2,0.0,36.0
32772,abc8120,01/06/2022 ,01/07/2022 ,01/07/2022 ,0,10879.0,10906.0
32773,197xpz,01/06/2022 ,01/06/2022 ,01/07/2022 ,1,4464.0,4473.0
32774,d51803,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,0.0,0.0
32776,D78009,01/06/2022 ,01/08/2022 ,01/08/2022 ,0,0.0,0.0
32777,D 56955,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,0.0,0.0
32779,632XRA,01/06/2022 ,01/06/2022 ,01/09/2022 ,3,168.0,195.0
32780,A18147,01/06/2022 ,01/06/2022 ,01/09/2022 ,3,1498.0,1498.0
32782,A15915,01/06/2022 ,01/07/2022 ,01/07/2022 ,0,12132.0,12140.0
32783,A19421,01/06/2022 ,01/06/2022 ,01/07/2022 ,1,6808.0,6846.0
32784,a11000,01/06/2022 ,01/07/2022 ,01/07/2022 ,0,11522.0,11523.0
32785,A19423,01/06/2022 ,01/07/2022 ,01/07/2022 ,0,5179.0,5208.0
32786,A15646,01/06/2022 ,01/07/2022 ,01/07/2022 ,0,7172.0,7285.0
32787,A19418,01/06/2022 ,01/07/2022 ,01/07/2022 ,0,7952.0,7976.0
32788,A18519,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,1387.0,1415.0
32789,A18520,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,1692.0,1715.0
32790,A17009,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,6924.0,6953.0
32791,A19229,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,6990.0,7216.0
32792,a17493,01/06/2022 ,01/06/2022 ,01/06/2022 ,0,4570.0,4592.0
32793,D78007,01/06/2022 ,01/07/2022 ,01/07/2022 ,0,0.0,0.0
32794,A17576,01/06/2022 ,02/16/2022 ,02/21/2022 ,6,5322.0,5492.0
32795,A19110,01/06/2022 ,01/09/2022 ,01/10/2022 ,1,9059.0,9198.0
32796,A19116,01/06/2022 ,01/09/2022 ,01/10/2022 ,1,3461.0,3567.0
32797,A17553,01/06/2022 ,01/09/2022 ,01/10/2022 ,1,4281.0,4385.0
32798,A19107,01/06/2022 ,01/09/2022 ,01/10/2022 ,1,8086.0,8288.0
32799,A18131,01/06/2022 ,01/09/2022 ,01/10/2022 ,1,2611.0,2716.0
32800,D78006,01/07/2022 ,01/17/2022 ,01/17/2022 ,0,0.0,0.0
32801,d73949,01/07/2022 ,01/17/2022 ,01/17/2022 ,0,0.0,0.0
32802,A19230,01/07/2022 ,01/08/2022 ,01/08/2022 ,0,4119.0,4237.0
32803,A19421,01/07/2022 ,01/08/2022 ,01/08/2022 ,0,6846.0,6964.0
32806,D 56955,01/07/2022 ,01/07/2022 ,01/07/2022 ,0,0.0,0.0
32807,D 56956,01/07/2022 ,01/07/2022 ,01/07/2022 ,0,0.0,0.0
32810,A17176,01/07/2022 ,01/07/2022 ,01/07/2022 ,0,5650.0,21345.0
32811,A17842,01/07/2022 ,01/07/2022 ,01/07/2022 ,0,4577.0,21615.0
32812,a11005,01/07/2022 ,01/07/2022 ,01/07/2022 ,0,8355.0,8360.0
32813,d73952,01/07/2022 ,01/07/2022 ,01/07/2022 ,0,0.0,0.0
32815,A07215,01/07/2022 ,01/07/2022 ,01/07/2022 ,0,26934.0,26935.0
32816,d51803,01/07/2022 ,01/07/2022 ,01/07/2022 ,0,0.0,0.0
32817,D 56953,01/07/2022 ,01/07/2022 ,01/07/2022 ,0,1.0,1.0
32818,A17105,01/07/2022 ,01/07/2022 ,01/07/2022 ,0,5860.0,5892.0
32819,a11004,01/07/2022 ,01/07/2022 ,01/07/2022 ,0,24156.0,24157.0
32820,633XRA,01/07/2022 ,01/07/2022 ,01/08/2022 ,1,451.0,558.0
32821,A19027,01/07/2022 ,01/07/2022 ,01/07/2022 ,0,12117.0,12144.0
32822,a05893,01/07/2022 ,01/07/2022 ,01/07/2022 ,0,26978.0,26979.0
32823,243XPZ,01/07/2022 ,01/07/2022 ,01/09/2022 ,2,2530.0,2614.0
32824,a11000,01/07/2022 ,01/09/2022 ,01/09/2022 ,0,11523.0,11642.0
32825,a11004,01/07/2022 ,01/09/2022 ,01/09/2022 ,0,24393.0,24393.0
32827,a08263,01/07/2022 ,01/07/2022 ,01/07/2022 ,0,25079.0,25080.0
32830,a11003,01/07/2022 ,01/07/2022 ,01/07/2022 ,0,16155.0,16282.0
32833,D78007,01/07/2022 ,01/07/2022 ,01/07/2022 ,0,0.0,0.0
32834,A20136,01/07/2022 ,01/07/2022 ,01/08/2022 ,1,516.0,601.0
32835,d73949,01/07/2022 ,01/07/2022 ,01/14/2022 ,7,0.0,0.0
32836,D78007,01/07/2022 ,01/07/2022 ,01/14/2022 ,7,0.0,0.0
32837,D69793,01/07/2022 ,01/07/2022 ,01/14/2022 ,7,0.0,0.0
32838,D76146,01/07/2022 ,01/07/2022 ,01/14/2022 ,7,0.0,0.0
32839,A18519,01/07/2022 ,01/07/2022 ,01/07/2022 ,0,1415.0,1436.0
32840,A20132,01/07/2022 ,01/07/2022 ,01/07/2022 ,0,453.0,473.0
32843,D78008,01/07/2022 ,01/07/2022 ,01/12/2022 ,5,0.0,0.0
32846,a09539,01/07/2022 ,01/07/2022 ,01/07/2022 ,0,15042.0,15043.0
32847,A19400,01/07/2022 ,01/07/2022 ,01/07/2022 ,0,7616.0,7650.0
32848,A15642,01/07/2022 ,01/07/2022 ,01/07/2022 ,0,7748.0,7772.0
32849,A19410,01/07/2022 ,01/08/2022 ,01/08/2022 ,0,5731.0,5745.0
32850,A17839,01/07/2022 ,01/08/2022 ,01/08/2022 ,0,3415.0,3429.0
32851,a17492,01/07/2022 ,01/07/2022 ,01/07/2022 ,0,4828.0,4852.0
32852,A17108,01/07/2022 ,01/07/2022 ,01/08/2022 ,1,7238.0,7256.0
32853,A17395,01/07/2022 ,01/07/2022 ,01/07/2022 ,0,5210.0,5249.0
32855,A20185,01/07/2022 ,01/07/2022 ,01/07/2022 ,0,0.0,38.0
32856,A18127,01/07/2022 ,01/07/2022 ,01/07/2022 ,0,3070.0,3107.0
32858,364XPZ,01/07/2022 ,01/07/2022 ,01/07/2022 ,0,899.0,937.0
32859,A17836,01/07/2022 ,01/07/2022 ,01/07/2022 ,0,1648.0,1690.0
32860,A17401,01/07/2022 ,01/07/2022 ,01/07/2022 ,0,3431.0,3474.0
32861,A17402,01/07/2022 ,01/07/2022 ,01/07/2022 ,0,2706.0,2735.0
32862,a16944,01/07/2022 ,01/07/2022 ,01/07/2022 ,0,7671.0,7699.0
32863,A17175,01/07/2022 ,01/07/2022 ,01/07/2022 ,0,7060.0,7144.0
32864,A17836,01/07/2022 ,02/21/2022 ,02/21/2022 ,0,2198.0,2221.0
32865,A17402,01/07/2022 ,02/21/2022 ,02/21/2022 ,0,3656.0,3669.0
32870,a09542,01/07/2022 ,01/08/2022 ,01/08/2022 ,0,20301.0,20302.0
32871,a09297,01/07/2022 ,01/08/2022 ,01/08/2022 ,0,18889.0,19015.0
32876,A19409,01/07/2022 ,01/08/2022 ,01/08/2022 ,0,4503.0,4504.0
32877,A17009,01/07/2022 ,01/08/2022 ,01/08/2022 ,0,6953.0,6954.0
32878,a17492,01/07/2022 ,01/13/2022 ,01/13/2022 ,0,4916.0,4962.0
32879,A20132,01/07/2022 ,01/13/2022 ,01/13/2022 ,0,858.0,863.0
32884,d61628,01/07/2022 ,01/08/2022 ,01/09/2022 ,1,0.0,
32885,D 56956,01/07/2022 ,01/08/2022 ,01/09/2022 ,1,0.0,
32886,124XPY,01/07/2022 ,01/09/2022 ,01/10/2022 ,1,331.0,569.0
32887,A19228,01/07/2022 ,01/09/2022 ,01/15/2022 ,6,6889.0,6900.0
32888,A18126,01/07/2022 ,01/10/2022 ,01/16/2022 ,6,1546.0,1569.0
32889,A20136,01/07/2022 ,01/10/2022 ,01/16/2022 ,6,724.0,769.0
32891,A20670,01/08/2022 ,02/21/2022 ,02/21/2022 ,0,470.0,476.0
