#,License Plate,Created At,Pickup Date,Return Date,Total Days,Odometer at Pickup,Odometer at Return
67305,274XRC,10/29/2022 ,10/29/2022 ,10/29/2022 ,0,3624.0,11204.0
67306,abcc-61,10/29/2022 ,10/29/2022 ,10/29/2022 ,0,2774.0,2913.0
67310,D78008,10/29/2022 ,10/29/2022 ,10/29/2022 ,0,0.0,
67311,D84144,10/29/2022 ,10/29/2022 ,10/29/2022 ,0,0.0,
67312,A20882,10/29/2022 ,10/29/2022 ,10/29/2022 ,0,2832.0,2832.0
67313,A20134,10/29/2022 ,10/29/2022 ,10/29/2022 ,0,5019.0,5049.0
67314,A21290,10/29/2022 ,10/29/2022 ,10/29/2022 ,0,7173.0,7174.0
67315,a09539,10/29/2022 ,10/29/2022 ,10/29/2022 ,0,21860.0,21931.0
67316,A23825,10/29/2022 ,10/29/2022 ,10/29/2022 ,0,98.0,120.0
67317,A20665,10/29/2022 ,10/29/2022 ,10/29/2022 ,0,7990.0,8064.0
67319,A15915,10/29/2022 ,10/29/2022 ,10/29/2022 ,0,80001.0,80001.0
67320,divinforfish,10/29/2022 ,10/29/2022 ,10/29/2022 ,0,948.0,1005.0
67321,A23506,10/29/2022 ,10/29/2022 ,10/29/2022 ,0,774.0,837.0
67322,A21295,10/29/2022 ,10/29/2022 ,10/29/2022 ,0,3643.0,3686.0
67324,D76146,10/29/2022 ,10/29/2022 ,10/29/2022 ,0,0.0,0.0
67329,A22131,10/29/2022 ,10/29/2022 ,10/29/2022 ,0,2955.0,2955.0
67330,A23823,10/29/2022 ,10/29/2022 ,10/29/2022 ,0,33.0,55.0
67332,A18146,10/29/2022 ,10/29/2022 ,10/29/2022 ,0,5733.0,5798.0
67333,A20133,10/29/2022 ,10/29/2022 ,10/29/2022 ,0,5100.0,5101.0
67335,A21294,10/29/2022 ,10/29/2022 ,10/29/2022 ,0,3726.0,3744.0
67336,A21372,10/29/2022 ,10/29/2022 ,10/29/2022 ,0,4605.0,4656.0
67337,a21477,10/29/2022 ,10/29/2022 ,10/29/2022 ,0,4925.0,4953.0
67338,A20430,10/29/2022 ,10/29/2022 ,10/29/2022 ,0,5236.0,5355.0
67339,A20665,10/29/2022 ,10/29/2022 ,10/29/2022 ,0,8064.0,8094.0
67340,A15915,10/29/2022 ,10/29/2022 ,10/29/2022 ,0,20126.0,20169.0
67341,abcc-61,10/29/2022 ,10/29/2022 ,10/29/2022 ,0,2913.0,2926.0
65930,849xrc,10/10/2022 ,10/10/2022 ,10/30/2022 ,21,598.0,1078.0
67109,A20879,10/27/2022 ,10/28/2022 ,10/30/2022 ,2,3569.0,3717.0
67168,827xrc,10/28/2022 ,10/28/2022 ,10/30/2022 ,2,1339.0,1421.0
67215,A21552,10/28/2022 ,10/28/2022 ,10/30/2022 ,2,2689.0,2795.0
67216,A20661,10/28/2022 ,10/28/2022 ,10/30/2022 ,2,3397.0,3463.0
67240,d61628,10/28/2022 ,10/28/2022 ,10/30/2022 ,2,0.0,0.0
55269,070XPZ,07/07/2022 ,10/29/2022 ,10/30/2022 ,1,17755.0,17756.0
67213,297XRC,10/28/2022 ,10/29/2022 ,10/30/2022 ,2,2842.0,2845.0
67270,A23962,10/29/2022 ,10/29/2022 ,10/30/2022 ,1,2207.0,2207.0
67307,A21796,10/29/2022 ,10/29/2022 ,10/30/2022 ,1,4378.0,4379.0
67343,A23823,10/29/2022 ,10/29/2022 ,10/30/2022 ,1,55.0,115.0
67344,A20137,10/29/2022 ,10/29/2022 ,10/30/2022 ,1,6531.0,6567.0
67345,A21895,10/29/2022 ,10/29/2022 ,10/30/2022 ,1,3562.0,3598.0
67346,A21371,10/29/2022 ,10/29/2022 ,10/30/2022 ,1,5426.0,5480.0
67347,A22131,10/29/2022 ,10/29/2022 ,10/30/2022 ,1,2955.0,3026.0
67348,a21797,10/29/2022 ,10/29/2022 ,10/30/2022 ,1,3978.0,4079.0
67349,a21481,10/29/2022 ,10/29/2022 ,10/30/2022 ,1,4555.0,4611.0
67353,A21291,10/29/2022 ,10/29/2022 ,10/30/2022 ,1,4031.0,4194.0
65538,A21890,10/05/2022 ,10/30/2022 ,10/30/2022 ,0,1347.0,1395.0
65539,A21370,10/05/2022 ,10/30/2022 ,10/30/2022 ,0,3677.0,3773.0
67331,A20693,10/29/2022 ,10/30/2022 ,10/30/2022 ,0,7696.0,7954.0
67350,A20664,10/29/2022 ,10/30/2022 ,10/30/2022 ,0,7370.0,7424.0
67351,A20666,10/29/2022 ,10/30/2022 ,10/30/2022 ,0,8515.0,8598.0
67354,A07215,10/29/2022 ,10/30/2022 ,10/30/2022 ,0,35889.0,35963.0
67357,a22592,10/29/2022 ,10/30/2022 ,10/30/2022 ,0,1290.0,1300.0
67358,A22137,10/29/2022 ,10/30/2022 ,10/30/2022 ,0,2364.0,2410.0
67359,a11001,10/30/2022 ,10/30/2022 ,10/30/2022 ,0,19999.0,20000.0
67362,A22183,10/30/2022 ,10/30/2022 ,10/30/2022 ,0,1939.0,1973.0
67363,A23507,10/30/2022 ,10/30/2022 ,10/30/2022 ,0,918.0,954.0
67366,A22805,10/30/2022 ,10/30/2022 ,10/30/2022 ,0,1479.0,1592.0
67367,A22129,10/30/2022 ,10/30/2022 ,10/30/2022 ,0,2173.0,2270.0
67368,A21553,10/30/2022 ,10/30/2022 ,10/30/2022 ,0,4709.0,4842.0
67369,A21293,10/30/2022 ,10/30/2022 ,10/30/2022 ,0,4116.0,4153.0
67370,A21373,10/30/2022 ,10/30/2022 ,10/30/2022 ,0,6010.0,6062.0
67371,a21478,10/30/2022 ,10/30/2022 ,10/30/2022 ,0,5299.0,5443.0
67372,a22591,10/30/2022 ,10/30/2022 ,10/30/2022 ,0,1370.0,1371.0
67373,A18146,10/30/2022 ,10/30/2022 ,10/30/2022 ,0,5798.0,5839.0
67374,A20262,10/30/2022 ,10/30/2022 ,10/30/2022 ,0,5536.0,5560.0
67375,A22469,10/30/2022 ,10/30/2022 ,10/30/2022 ,0,1860.0,1913.0
67376,A20330,10/30/2022 ,10/30/2022 ,10/30/2022 ,0,5706.0,5790.0
67377,A22130,10/30/2022 ,10/30/2022 ,10/30/2022 ,0,3525.0,3535.0
67380,shred the gnar,10/30/2022 ,10/30/2022 ,10/30/2022 ,0,1495.0,1599.0
67381,A21297,10/30/2022 ,10/30/2022 ,10/30/2022 ,0,5620.0,5669.0
67382,A22182,10/30/2022 ,10/30/2022 ,10/30/2022 ,0,1187.0,1450.0
67383,A23824,10/30/2022 ,10/30/2022 ,10/30/2022 ,0,331.0,384.0
67384,A21796,10/30/2022 ,10/30/2022 ,10/30/2022 ,0,4379.0,4474.0
67385,A20663,10/30/2022 ,10/30/2022 ,10/30/2022 ,0,4147.0,4155.0
67386,A21756,10/30/2022 ,10/30/2022 ,10/30/2022 ,0,2237.0,2276.0
67389,632XRA,10/30/2022 ,10/30/2022 ,10/30/2022 ,0,8978.0,9372.0
67390,A21089,10/30/2022 ,10/30/2022 ,10/30/2022 ,0,5354.0,7952.0
67391,275xrc,10/30/2022 ,10/30/2022 ,10/30/2022 ,0,1038.0,1158.0
67392,827xrc,10/30/2022 ,10/30/2022 ,10/30/2022 ,0,1421.0,1445.0
67393,773xra,10/30/2022 ,10/30/2022 ,10/30/2022 ,0,2057.0,2170.0
67396,abcc-60,10/30/2022 ,10/30/2022 ,10/30/2022 ,0,7449.0,7458.0
67397,A19027,10/30/2022 ,10/30/2022 ,10/30/2022 ,0,18949.0,18949.0
67398,A22181,10/30/2022 ,10/30/2022 ,10/30/2022 ,0,2169.0,2170.0
67399,A21290,10/30/2022 ,10/30/2022 ,10/30/2022 ,0,5352.0,5355.0
67401,A21292,10/30/2022 ,10/30/2022 ,10/30/2022 ,0,3264.0,3319.0
67403,A22128,10/30/2022 ,10/30/2022 ,10/30/2022 ,0,4690.0,4752.0
67404,A23439,10/30/2022 ,10/30/2022 ,10/30/2022 ,0,909.0,977.0
67405,A20519,10/30/2022 ,10/30/2022 ,10/30/2022 ,0,5784.0,5853.0
67407,A20693,10/30/2022 ,10/30/2022 ,10/30/2022 ,0,7954.0,7969.0
67408,A20136,10/30/2022 ,10/30/2022 ,10/30/2022 ,0,6432.0,6480.0
67410,A23962,10/30/2022 ,10/30/2022 ,10/30/2022 ,0,2207.0,2308.0
67411,A20665,10/30/2022 ,10/30/2022 ,10/30/2022 ,0,8094.0,8115.0
67413,A20671,10/30/2022 ,10/30/2022 ,10/30/2022 ,0,8013.0,8070.0
67415,a21479,10/30/2022 ,10/30/2022 ,10/30/2022 ,0,2608.0,2659.0
67416,A23814,10/30/2022 ,10/30/2022 ,10/30/2022 ,0,134.0,170.0
67417,A21292,10/30/2022 ,10/30/2022 ,10/30/2022 ,0,3319.0,3370.0
67418,A20430,10/30/2022 ,10/30/2022 ,10/30/2022 ,0,5355.0,5356.0
67419,A21295,10/30/2022 ,10/30/2022 ,10/30/2022 ,0,3686.0,3687.0
67420,A21895,10/30/2022 ,10/30/2022 ,10/30/2022 ,0,3598.0,3618.0
66003,a21634,10/11/2022 ,10/11/2022 ,10/31/2022 ,20,4394.0,4399.0
66669,A20520,10/20/2022 ,10/29/2022 ,10/31/2022 ,2,2960.0,2969.0
67334,nohabloenglish,10/29/2022 ,10/29/2022 ,10/31/2022 ,2,1014.0,1015.0
67360,A23441,10/30/2022 ,10/30/2022 ,10/31/2022 ,1,1056.0,1323.0
67361,A20697,10/30/2022 ,10/30/2022 ,10/31/2022 ,1,5332.0,5670.0
67414,A23506,10/30/2022 ,10/30/2022 ,10/31/2022 ,1,837.0,867.0
67423,666XRA,10/30/2022 ,10/30/2022 ,10/31/2022 ,1,9388.0,9390.0
66939,D 56951,10/23/2022 ,10/31/2022 ,10/31/2022 ,0,0.0,0.0
67400,A20693,10/30/2022 ,10/31/2022 ,10/31/2022 ,0,7969.0,8066.0
67409,a11000,10/30/2022 ,10/31/2022 ,10/31/2022 ,0,17425.0,17488.0
67421,A21089,10/30/2022 ,10/31/2022 ,10/31/2022 ,0,7952.0,7952.0
67424,abcc-57,10/30/2022 ,10/31/2022 ,10/31/2022 ,0,5798.0,5805.0
67427,d61628,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,0.0,0.0
67428,D92370,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,0.0,0.0
67429,A21371,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,5480.0,5499.0
67430,A20519,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,5853.0,5859.0
67431,A22137,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,2410.0,2469.0
67432,A22469,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,1913.0,1969.0
67433,A23439,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,977.0,999.0
67434,A20665,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,8115.0,8168.0
67435,noknowyet,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,0.0,0.0
67440,A21552,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,2795.0,2795.0
67441,A21295,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,3687.0,3687.0
67442,A21292,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,3370.0,3371.0
67443,A21757,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,3405.0,3493.0
67444,A20661,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,3463.0,3499.0
67445,A20428,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,4324.0,4359.0
67446,A18321,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,4104.0,4219.0
67449,A17987,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,3967.0,4079.0
67450,a09541,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,19515.0,29548.0
67452,a21479,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,2659.0,2721.0
67453,A21370,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,3773.0,3835.0
67454,a11001,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,20000.0,20001.0
67455,D78008,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,0.0,0.0
67456,D58366,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,0.0,0.0
67458,d51805,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,0.0,0.0
67459,A18319,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,4237.0,4260.0
67460,d73952,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,0.0,0.0
67461,306XRC,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,3188.0,5210.0
67462,849xrc,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,1078.0,1191.0
67464,a21797,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,4079.0,4109.0
67465,a21481,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,4611.0,4611.0
67466,A22183,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,1973.0,2012.0
67467,A20330,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,5790.0,5797.0
67468,A22131,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,3026.0,3064.0
67471,A20671,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,8070.0,8116.0
67472,d73951,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,0.0,0.0
67473,D79460,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,0.0,0.0
67474,A20698,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,6601.0,6601.0
67475,A21756,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,2276.0,2288.0
67476,A21890,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,1395.0,1409.0
67477,A21796,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,4474.0,4500.0
67480,A20262,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,5560.0,5593.0
67481,A18146,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,5839.0,5865.0
67482,A20666,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,8598.0,8612.0
67485,a21478,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,5443.0,5494.0
67486,A20998,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,5635.0,5635.0
67487,A23507,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,954.0,1004.0
67488,A23506,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,867.0,890.0
67489,abcc-60,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,7458.0,7641.0
67490,a21480,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,2439.0,2512.0
67492,A21290,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,5355.0,5385.0
67493,a21477,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,4953.0,4973.0
67495,A20879,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,3717.0,3724.0
67497,A22128,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,4752.0,4760.0
67498,A22182,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,1450.0,1470.0
67499,A20136,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,6480.0,6500.0
67500,A23824,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,384.0,415.0
67501,shred the gnar,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,1599.0,1629.0
67502,A21297,10/31/2022 ,10/31/2022 ,10/31/2022 ,0,5669.0,5699.0
67425,A20133,10/30/2022 ,10/30/2022 ,11/01/2022 ,2,5101.0,5160.0
66942,632XRA,10/24/2022 ,10/31/2022 ,11/01/2022 ,1,9372.0,9374.0
67494,A17835,10/31/2022 ,10/31/2022 ,11/01/2022 ,1,4435.0,4436.0
67496,A23962,10/31/2022 ,10/31/2022 ,11/01/2022 ,1,2308.0,2309.0
67328,D79460,10/29/2022 ,11/01/2022 ,11/01/2022 ,0,0.0,0.0
67513,A20666,11/01/2022 ,11/01/2022 ,11/01/2022 ,0,8612.0,8620.0
67519,a21481,11/01/2022 ,11/01/2022 ,11/01/2022 ,0,4611.0,4671.0
67520,A20430,11/01/2022 ,11/01/2022 ,11/01/2022 ,0,5356.0,5453.0
67521,A22183,11/01/2022 ,11/01/2022 ,11/01/2022 ,0,2012.0,2013.0
67522,A22183,11/01/2022 ,11/01/2022 ,11/01/2022 ,0,2013.0,2014.0
67523,a11005,11/01/2022 ,11/01/2022 ,11/01/2022 ,0,17182.0,17183.0
67524,A20664,11/01/2022 ,11/01/2022 ,11/01/2022 ,0,7424.0,7425.0
67525,A22131,11/01/2022 ,11/01/2022 ,11/01/2022 ,0,3064.0,3065.0
67526,a21797,11/01/2022 ,11/01/2022 ,11/01/2022 ,0,4109.0,4110.0
67527,D76146,11/01/2022 ,11/01/2022 ,11/01/2022 ,0,0.0,
67528,d73951,11/01/2022 ,11/01/2022 ,11/01/2022 ,0,0.0,
67531,A20667,11/01/2022 ,11/01/2022 ,11/01/2022 ,0,7764.0,7794.0
67532,666XRA,11/01/2022 ,11/01/2022 ,11/01/2022 ,0,9390.0,9508.0
67534,a09539,11/01/2022 ,11/01/2022 ,11/01/2022 ,0,21931.0,21969.0
67535,A20669,11/01/2022 ,11/01/2022 ,11/01/2022 ,0,8906.0,9009.0
67536,abcc-57,11/01/2022 ,11/01/2022 ,11/01/2022 ,0,5805.0,5806.0
67537,A20428,11/01/2022 ,11/01/2022 ,11/01/2022 ,0,4359.0,4384.0
67538,A21552,11/01/2022 ,11/01/2022 ,11/01/2022 ,0,2795.0,2877.0
67541,A20661,11/01/2022 ,11/01/2022 ,11/01/2022 ,0,3499.0,3518.0
67543,A20521,11/01/2022 ,11/01/2022 ,11/01/2022 ,0,6346.0,6380.0
67544,A21295,11/01/2022 ,11/01/2022 ,11/01/2022 ,0,3687.0,3808.0
67547,nohabloenglish,11/01/2022 ,11/01/2022 ,11/01/2022 ,0,1015.0,1148.0
67548,D79458,11/01/2022 ,11/01/2022 ,11/01/2022 ,0,0.0,0.0
67549,abcc-53,11/01/2022 ,11/01/2022 ,11/01/2022 ,0,8316.0,8319.0
67550,abcc-61,11/01/2022 ,11/01/2022 ,11/01/2022 ,0,2927.0,2928.0
67551,A21294,11/01/2022 ,11/01/2022 ,11/01/2022 ,0,3744.0,3758.0
67552,A20666,11/01/2022 ,11/01/2022 ,11/01/2022 ,0,8620.0,8621.0
67553,A22128,11/01/2022 ,11/01/2022 ,11/01/2022 ,0,4760.0,4795.0
67554,abcc-60,11/01/2022 ,11/01/2022 ,11/01/2022 ,0,7641.0,7675.0
67558,A21757,11/01/2022 ,11/01/2022 ,11/01/2022 ,0,3493.0,3517.0
67565,A22183,11/01/2022 ,11/01/2022 ,11/01/2022 ,0,2014.0,2097.0
67566,A21297,11/01/2022 ,11/01/2022 ,11/01/2022 ,0,5699.0,5746.0
67567,A22182,11/01/2022 ,11/01/2022 ,11/01/2022 ,0,1470.0,1515.0
67569,A20521,11/01/2022 ,11/01/2022 ,11/01/2022 ,0,6380.0,6430.0
67572,A21292,11/01/2022 ,11/01/2022 ,11/01/2022 ,0,3371.0,3372.0
65652,A22821,10/06/2022 ,10/07/2022 ,11/02/2022 ,26,665.0,1066.0
60243,A22184,08/16/2022 ,10/21/2022 ,11/02/2022 ,12,1561.0,2010.0
66617,D 69792,10/19/2022 ,10/26/2022 ,11/02/2022 ,7,2.0,2.0
67101,A20432,10/26/2022 ,10/26/2022 ,11/02/2022 ,7,6212.0,6285.0
67102,A22132,10/26/2022 ,10/26/2022 ,11/02/2022 ,7,1975.0,2028.0
67478,A20137,10/31/2022 ,10/31/2022 ,11/02/2022 ,2,6567.0,6652.0
67504,313XRC,10/31/2022 ,10/31/2022 ,11/02/2022 ,2,1295.0,1299.0
67505,A21895,10/31/2022 ,10/31/2022 ,11/02/2022 ,2,3618.0,3677.0
67518,849xrc,11/01/2022 ,11/01/2022 ,11/02/2022 ,1,1191.0,1199.0
59308,abcc-52,08/09/2022 ,11/02/2022 ,11/02/2022 ,0,7660.0,7756.0
66670,A21295,10/20/2022 ,11/02/2022 ,11/02/2022 ,0,3808.0,3863.0
66671,A23817,10/20/2022 ,11/02/2022 ,11/02/2022 ,0,0.0,184.0
66765,d73949,10/21/2022 ,11/02/2022 ,11/02/2022 ,0,0.0,0.0
66766,D78006,10/21/2022 ,11/02/2022 ,11/02/2022 ,0,0.0,0.0
67208,A21757,10/28/2022 ,11/02/2022 ,11/02/2022 ,0,3517.0,3528.0
67209,A23814,10/28/2022 ,11/02/2022 ,11/02/2022 ,0,170.0,217.0
67394,A22469,10/30/2022 ,11/02/2022 ,11/02/2022 ,0,1969.0,2000.0
67395,a22592,10/30/2022 ,11/02/2022 ,11/02/2022 ,0,1301.0,1302.0
67562,070XPZ,11/01/2022 ,11/02/2022 ,11/02/2022 ,0,17756.0,18530.0
67570,666XRA,11/01/2022 ,11/02/2022 ,11/02/2022 ,0,9508.0,9633.0
67583,828xrc,11/02/2022 ,11/02/2022 ,11/02/2022 ,0,784.0,788.0
67585,a22591,11/02/2022 ,11/02/2022 ,11/02/2022 ,0,1371.0,1520.0
67586,D76146,11/02/2022 ,11/02/2022 ,11/02/2022 ,0,0.0,
67587,abcc-53,11/02/2022 ,11/02/2022 ,11/02/2022 ,0,8319.0,8481.0
67588,A20263,11/02/2022 ,11/02/2022 ,11/02/2022 ,0,7111.0,71112.0
67589,A23441,11/02/2022 ,11/02/2022 ,11/02/2022 ,0,1323.0,1366.0
67590,A20430,11/02/2022 ,11/02/2022 ,11/02/2022 ,0,5453.0,5508.0
67591,A21552,11/02/2022 ,11/02/2022 ,11/02/2022 ,0,2877.0,2932.0
67594,A20428,11/02/2022 ,11/02/2022 ,11/02/2022 ,0,4384.0,4390.0
67595,A20661,11/02/2022 ,11/02/2022 ,11/02/2022 ,0,3518.0,3530.0
67596,A22131,11/02/2022 ,11/02/2022 ,11/02/2022 ,0,3065.0,3170.0
67599,abcc-57,11/02/2022 ,11/02/2022 ,11/02/2022 ,0,5806.0,5806.0
67600,A20666,11/02/2022 ,11/02/2022 ,11/02/2022 ,0,8621.0,8621.0
67603,A20670,11/02/2022 ,11/02/2022 ,11/02/2022 ,0,8563.0,8691.0
67604,A20669,11/02/2022 ,11/02/2022 ,11/02/2022 ,0,9009.0,9009.0
67605,abcc-61,11/02/2022 ,11/02/2022 ,11/02/2022 ,0,2928.0,2928.0
67613,D79458,11/02/2022 ,11/02/2022 ,11/02/2022 ,0,0.0,0.0
67614,d73952,11/02/2022 ,11/02/2022 ,11/02/2022 ,0,0.0,0.0
67615,d61628,11/02/2022 ,11/02/2022 ,11/02/2022 ,0,0.0,0.0
67616,d73951,11/02/2022 ,11/02/2022 ,11/02/2022 ,0,0.0,0.0
67617,D79460,11/02/2022 ,11/02/2022 ,11/02/2022 ,0,0.0,0.0
67618,a21797,11/02/2022 ,11/02/2022 ,11/02/2022 ,0,4110.0,4186.0
67619,a21481,11/02/2022 ,11/02/2022 ,11/02/2022 ,0,4671.0,4688.0
67620,A20521,11/02/2022 ,11/02/2022 ,11/02/2022 ,0,6430.0,6466.0
67622,abcc-60,11/02/2022 ,11/02/2022 ,11/02/2022 ,0,7675.0,7703.0
67624,A22182,11/02/2022 ,11/02/2022 ,11/02/2022 ,0,1515.0,1583.0
67625,275xrc,11/02/2022 ,11/02/2022 ,11/02/2022 ,0,1158.0,1158.0
67626,A21553,11/02/2022 ,11/02/2022 ,11/02/2022 ,0,4842.0,4842.0
67627,A21294,11/02/2022 ,11/02/2022 ,11/02/2022 ,0,3758.0,3824.0
67628,a21477,11/02/2022 ,11/02/2022 ,11/02/2022 ,0,4973.0,5035.0
67629,A20698,11/02/2022 ,11/02/2022 ,11/02/2022 ,0,6601.0,6726.0
67630,a21634,11/02/2022 ,11/02/2022 ,11/02/2022 ,0,4399.0,4923.0
67631,A18321,11/02/2022 ,11/02/2022 ,11/02/2022 ,0,4219.0,4231.0
67635,A15915,11/02/2022 ,11/02/2022 ,11/02/2022 ,0,20169.0,20170.0
67636,A18234,11/02/2022 ,11/02/2022 ,11/02/2022 ,0,19395.0,19447.0
67637,A20664,11/02/2022 ,11/02/2022 ,11/02/2022 ,0,7425.0,7575.0
67641,A22184,11/02/2022 ,11/02/2022 ,11/02/2022 ,0,2010.0,2017.0
67652,d51805,11/02/2022 ,11/02/2022 ,11/02/2022 ,0,0.0,0.0
67653,D84144,11/02/2022 ,11/02/2022 ,11/02/2022 ,0,0.0,0.0
67654,D84145,11/02/2022 ,11/02/2022 ,11/02/2022 ,0,0.0,0.0
67655,A23962,11/02/2022 ,11/02/2022 ,11/02/2022 ,0,2309.0,2325.0
67667,A20699,11/02/2022 ,11/02/2022 ,11/02/2022 ,0,5816.0,5819.0
67668,A21893,11/02/2022 ,11/02/2022 ,11/02/2022 ,0,2938.0,2950.0
67669,A20661,11/02/2022 ,11/02/2022 ,11/02/2022 ,0,3530.0,3571.0
67670,A20428,11/02/2022 ,11/02/2022 ,11/02/2022 ,0,4390.0,4438.0
67364,A21372,10/30/2022 ,10/30/2022 ,11/03/2022 ,4,4656.0,4725.0
67256,D92370,10/29/2022 ,11/01/2022 ,11/03/2022 ,2,0.0,
67257,D58366,10/29/2022 ,11/01/2022 ,11/03/2022 ,2,0.0,
67479,A18146,11/01/2022 ,11/01/2022 ,11/03/2022 ,2,5865.0,5928.0
67515,A23507,11/01/2022 ,11/01/2022 ,11/03/2022 ,3,1004.0,1004.0
67540,shred the gnar,11/01/2022 ,11/01/2022 ,11/03/2022 ,2,1629.0,1680.0
67563,576xpt,11/01/2022 ,11/01/2022 ,11/03/2022 ,2,24853.0,25028.0
67557,632XRA,11/01/2022 ,11/02/2022 ,11/03/2022 ,1,9374.0,9417.0
67578,notsurfin,11/02/2022 ,11/02/2022 ,11/03/2022 ,1,1830.0,1840.0
67598,306XRC,11/02/2022 ,11/02/2022 ,11/03/2022 ,1,5210.0,5210.0
67606,633XRA,11/02/2022 ,11/02/2022 ,11/03/2022 ,1,9669.0,9765.0
67579,A21291,11/02/2022 ,11/03/2022 ,11/03/2022 ,0,4194.0,4250.0
67657,a21481,11/02/2022 ,11/03/2022 ,11/03/2022 ,0,4688.0,4688.0
67658,a21797,11/02/2022 ,11/03/2022 ,11/03/2022 ,0,4186.0,4186.0
67671,abcc-61,11/02/2022 ,11/03/2022 ,11/03/2022 ,0,2928.0,2935.0
67672,A23814,11/02/2022 ,11/03/2022 ,11/03/2022 ,0,217.0,261.0
67673,A21893,11/02/2022 ,11/03/2022 ,11/03/2022 ,0,2950.0,2960.0
67680,a21634,11/03/2022 ,11/03/2022 ,11/03/2022 ,0,4923.0,5013.0
67683,A20521,11/03/2022 ,11/03/2022 ,11/03/2022 ,0,6466.0,6466.0
67686,275xrc,11/03/2022 ,11/03/2022 ,11/03/2022 ,0,1158.0,1277.0
67687,A22182,11/03/2022 ,11/03/2022 ,11/03/2022 ,0,1583.0,1753.0
67688,A20263,11/03/2022 ,11/03/2022 ,11/03/2022 ,0,71112.0,73670.0
67689,314XRC,11/03/2022 ,11/03/2022 ,11/03/2022 ,0,2349.0,2494.0
67690,070XPZ,11/03/2022 ,11/03/2022 ,11/03/2022 ,0,18530.0,18684.0
67691,A23441,11/03/2022 ,11/03/2022 ,11/03/2022 ,0,1366.0,1567.0
67694,A21552,11/03/2022 ,11/03/2022 ,11/03/2022 ,0,2932.0,2941.0
67695,A20698,11/03/2022 ,11/03/2022 ,11/03/2022 ,0,6726.0,6733.0
67696,A21895,11/03/2022 ,11/03/2022 ,11/03/2022 ,0,3677.0,3677.0
67697,A21553,11/03/2022 ,11/03/2022 ,11/03/2022 ,0,4842.0,4884.0
67698,A21796,11/03/2022 ,11/03/2022 ,11/03/2022 ,0,4500.0,4524.0
67699,A20136,11/03/2022 ,11/03/2022 ,11/03/2022 ,0,6500.0,6523.0
